id,applicationName,serverName,serverType,cpu,memory,storage,region,environment,notes,osType,osVersion,dbEngineVersion,dbClusterId,dbClusterType,orchestrationPlatform
infra-622,Product Engine,product-engine-api-srv-622,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-309,Single Instance,EKS
infra-623,Product Engine,product-engine-worker-srv-623,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-227,Multi-AZ,None
infra-624,Product Engine,product-engine-worker-srv-624,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 15,db-cluster-182,Active/Active,Kubernetes
infra-625,Product Engine,product-engine-service-srv-625,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-987,Multi-AZ,Kubernetes
infra-626,Product Engine,product-engine-service-srv-626,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-660,Active/Active,EKS
infra-627,Product Engine,product-engine-api-srv-627,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,,Windows,Ubuntu 22.04,PostgreSQL 15,db-cluster-927,Active/Active,Kubernetes
infra-628,Product Engine,product-engine-api-srv-628,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-594,Active/Active,ECS
infra-629,Product Engine,product-engine-api-srv-629,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-276,Single Instance,None
infra-630,Product Engine,product-engine-api-srv-630,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-469,Multi-AZ,Kubernetes
infra-631,Operations Processor 101,operations-processor-101-srv-631,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-289,Active/Active,Kubernetes
infra-632,Operations Processor 101,operations-processor-101-srv-632,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-827,Single Instance,Kubernetes
infra-633,Engineering Platform,engineering-platform-backend-srv-633,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,DynamoDB,db-cluster-758,Single Instance,EKS
infra-634,Engineering Platform,engineering-platform-backend-srv-634,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-563,Multi-AZ,ECS
infra-635,Engineering Platform,engineering-platform-worker-srv-635,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,Primary instance,Windows,Amazon Linux 2023,PostgreSQL 13,db-cluster-975,Active/Backup,None
infra-636,Engineering Platform,engineering-platform-worker-srv-636,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-713,Multi-AZ,Kubernetes
infra-637,Engineering Platform,engineering-platform-api-srv-637,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,DynamoDB,db-cluster-884,Active/Active,ECS
infra-638,Engineering Platform,engineering-platform-api-srv-638,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-689,Multi-AZ,ECS
infra-639,Engineering Platform,engineering-platform-service-srv-639,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,DynamoDB,db-cluster-215,Multi-AZ,None
infra-640,Engineering Platform,engineering-platform-service-srv-640,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,Redis 7.0,db-cluster-577,Active/Active,EKS
infra-641,Engineering Platform,engineering-platform-backend-srv-641,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,MongoDB 6.0,db-cluster-695,Single Instance,None
infra-642,Engineering Platform,engineering-platform-backend-srv-642,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-601,Active/Active,None
infra-643,Operations Tracker,operations-tracker-worker-srv-643,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,Redis 7.0,db-cluster-846,Multi-AZ,None
infra-644,Operations Tracker,operations-tracker-worker-srv-644,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 15,db-cluster-160,Multi-AZ,ECS
infra-645,Operations Tracker,operations-tracker-frontend-srv-645,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-882,Active/Backup,EKS
infra-646,Operations Tracker,operations-tracker-frontend-srv-646,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-549,Active/Active,EKS
infra-647,Marketing Monitor,marketing-monitor-backend-srv-647,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-681,Active/Active,Kubernetes
infra-648,Marketing Monitor,marketing-monitor-backend-srv-648,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,PostgreSQL 15,db-cluster-624,Active/Backup,ECS
infra-649,Marketing Monitor,marketing-monitor-api-srv-649,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-669,Active/Backup,ECS
infra-650,Marketing Monitor,marketing-monitor-api-srv-650,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-970,Multi-AZ,Kubernetes
infra-651,Compliance Platform,compliance-platform-srv-651,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-115,Single Instance,ECS
infra-652,Compliance Platform,compliance-platform-srv-652,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-544,Single Instance,Kubernetes
infra-653,R&D Controller,r&d-controller-service-srv-653,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-914,Single Instance,EKS
infra-654,R&D Controller,r&d-controller-service-srv-654,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-693,Single Instance,None
infra-655,R&D Controller,r&d-controller-processor-srv-655,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-300,Active/Active,Kubernetes
infra-656,R&D Controller,r&d-controller-processor-srv-656,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-335,Active/Active,ECS
infra-657,R&D Controller,r&d-controller-frontend-srv-657,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-837,Multi-AZ,None
infra-658,R&D Controller,r&d-controller-frontend-srv-658,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,MongoDB 6.0,db-cluster-461,Active/Active,ECS
infra-659,R&D Controller,r&d-controller-processor-srv-659,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2019,DynamoDB,db-cluster-246,Active/Active,ECS
infra-660,R&D Controller,r&d-controller-processor-srv-660,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,Redis 7.0,db-cluster-706,Active/Active,ECS
infra-661,Business Development Analyzer,business-development-analyzer-srv-661,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2,Redis 7.0,db-cluster-628,Active/Backup,Kubernetes
infra-662,Business Development Analyzer,business-development-analyzer-srv-662,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-858,Single Instance,EKS
infra-663,Compliance Monitor,compliance-monitor-srv-663,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2023,MongoDB 6.0,db-cluster-787,Active/Backup,EKS
infra-664,Compliance Monitor,compliance-monitor-srv-664,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,PostgreSQL 13,db-cluster-155,Multi-AZ,ECS
infra-665,Legal Engine,legal-engine-worker-srv-665,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,MySQL 8.0,db-cluster-432,Single Instance,Kubernetes
infra-666,Legal Engine,legal-engine-worker-srv-666,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-126,Active/Active,Kubernetes
infra-667,Legal Engine,legal-engine-backend-srv-667,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-292,Active/Backup,ECS
infra-668,Legal Engine,legal-engine-backend-srv-668,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,DynamoDB,db-cluster-298,Single Instance,ECS
infra-669,Manufacturing Engine,manufacturing-engine-worker-srv-669,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-773,Active/Backup,EKS
infra-670,Manufacturing Engine,manufacturing-engine-worker-srv-670,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-131,Active/Active,EKS
infra-671,Manufacturing Engine,manufacturing-engine-processor-srv-671,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-842,Active/Active,Kubernetes
infra-672,Manufacturing Engine,manufacturing-engine-processor-srv-672,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-466,Multi-AZ,EKS
infra-673,Procurement Engine,procurement-engine-processor-srv-673,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-111,Multi-AZ,EKS
infra-674,Procurement Engine,procurement-engine-processor-srv-674,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-104,Single Instance,ECS
infra-675,Procurement Engine,procurement-engine-backend-srv-675,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 15,db-cluster-253,Active/Active,None
infra-676,Procurement Engine,procurement-engine-backend-srv-676,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,DynamoDB,db-cluster-990,Active/Active,ECS
infra-677,Procurement Engine,procurement-engine-worker-srv-677,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-555,Active/Active,ECS
infra-678,Procurement Engine,procurement-engine-worker-srv-678,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-884,Single Instance,Kubernetes
infra-679,Engineering Processor 112,engineering-processor-112-api-srv-679,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-524,Multi-AZ,EKS
infra-680,Engineering Processor 112,engineering-processor-112-api-srv-680,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-702,Single Instance,EKS
infra-681,Engineering Processor 112,engineering-processor-112-service-srv-681,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-854,Multi-AZ,None
infra-682,Engineering Processor 112,engineering-processor-112-service-srv-682,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-349,Active/Active,Kubernetes
infra-683,Engineering Processor 112,engineering-processor-112-frontend-srv-683,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-152,Active/Backup,ECS
infra-684,Engineering Processor 112,engineering-processor-112-frontend-srv-684,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-273,Active/Active,None
infra-685,Engineering Processor 112,engineering-processor-112-worker-srv-685,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-291,Active/Backup,Kubernetes
infra-686,Engineering Processor 112,engineering-processor-112-worker-srv-686,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-457,Multi-AZ,ECS
infra-687,Engineering Processor 112,engineering-processor-112-api-srv-687,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,Redis 7.0,db-cluster-113,Multi-AZ,EKS
infra-688,Engineering Processor 112,engineering-processor-112-api-srv-688,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-454,Single Instance,Kubernetes
infra-689,Procurement Tracker,procurement-tracker-worker-srv-689,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-893,Multi-AZ,None
infra-690,Procurement Tracker,procurement-tracker-worker-srv-690,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-403,Active/Active,Kubernetes
infra-691,Procurement Tracker,procurement-tracker-worker-srv-691,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,PostgreSQL 15,db-cluster-100,Active/Active,None
infra-692,Procurement Tracker,procurement-tracker-worker-srv-692,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-893,Active/Backup,EKS
infra-693,Procurement Tracker,procurement-tracker-backend-srv-693,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-516,Active/Active,EKS
infra-694,Procurement Tracker,procurement-tracker-backend-srv-694,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-275,Active/Backup,Kubernetes
infra-695,Manufacturing Management System 114,manufacturing-management-system-114-srv-695,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,Redis 7.0,db-cluster-678,Multi-AZ,ECS
infra-696,Manufacturing Management System 114,manufacturing-management-system-114-srv-696,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,MySQL 8.0,db-cluster-474,Active/Active,Kubernetes
infra-697,R&D Processor,r&d-processor-api-srv-697,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,Primary instance,Windows,Ubuntu 20.04,MySQL 8.0,db-cluster-809,Single Instance,ECS
infra-698,R&D Processor,r&d-processor-api-srv-698,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-740,Active/Backup,ECS
infra-699,R&D Processor,r&d-processor-processor-srv-699,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-993,Active/Backup,None
infra-700,R&D Processor,r&d-processor-processor-srv-700,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-183,Multi-AZ,ECS
infra-701,Legal Engine,legal-engine-srv-701,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-670,Single Instance,ECS
infra-702,Legal Engine,legal-engine-srv-702,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-746,Active/Active,ECS
infra-703,Risk Management Service 117,risk-management-service-117-srv-703,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-589,Active/Active,ECS
infra-704,Risk Management Service 117,risk-management-service-117-srv-704,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-340,Active/Active,Kubernetes
infra-705,Product Gateway,product-gateway-api-srv-705,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-291,Multi-AZ,ECS
infra-706,Product Gateway,product-gateway-api-srv-706,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-766,Active/Active,ECS
infra-707,Product Gateway,product-gateway-backend-srv-707,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,MongoDB 6.0,db-cluster-706,Active/Backup,EKS
infra-708,Product Gateway,product-gateway-backend-srv-708,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Redis 7.0,db-cluster-683,Active/Backup,None
infra-709,Engineering Monitor,engineering-monitor-service-srv-709,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-771,Single Instance,Kubernetes
infra-710,Engineering Monitor,engineering-monitor-service-srv-710,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-732,Active/Active,ECS
infra-711,Engineering Monitor,engineering-monitor-service-srv-711,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2023,PostgreSQL 14,db-cluster-430,Active/Backup,Kubernetes
infra-712,Engineering Monitor,engineering-monitor-service-srv-712,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-842,Active/Backup,ECS
infra-713,Customer Service Portal,customer-service-portal-worker-srv-713,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-691,Multi-AZ,EKS
infra-714,Customer Service Portal,customer-service-portal-worker-srv-714,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-906,Single Instance,EKS
infra-715,Customer Service Portal,customer-service-portal-api-srv-715,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-141,Single Instance,None
infra-716,Customer Service Portal,customer-service-portal-api-srv-716,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-569,Single Instance,ECS
infra-717,Customer Service Portal,customer-service-portal-api-srv-717,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-287,Single Instance,ECS
infra-718,Customer Service Portal,customer-service-portal-api-srv-718,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,MySQL 8.0,db-cluster-327,Active/Backup,ECS
infra-719,Customer Service Portal,customer-service-portal-processor-srv-719,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-844,Single Instance,ECS
infra-720,Customer Service Portal,customer-service-portal-processor-srv-720,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-189,Active/Backup,ECS
infra-721,Product Processor 121,product-processor-121-api-srv-721,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-432,Active/Active,ECS
infra-722,Product Processor 121,product-processor-121-api-srv-722,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-925,Active/Backup,EKS
infra-723,Product Processor 121,product-processor-121-service-srv-723,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-363,Active/Active,Kubernetes
infra-724,Product Processor 121,product-processor-121-service-srv-724,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-397,Multi-AZ,EKS
infra-725,Product Processor 121,product-processor-121-frontend-srv-725,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,MongoDB 6.0,db-cluster-953,Active/Active,Kubernetes
infra-726,Product Processor 121,product-processor-121-frontend-srv-726,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-793,Single Instance,None
infra-727,Product Processor 121,product-processor-121-service-srv-727,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Production,,Windows,Ubuntu 22.04,DynamoDB,db-cluster-725,Single Instance,None
infra-728,Product Processor 121,product-processor-121-service-srv-728,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,Redis 7.0,db-cluster-514,Multi-AZ,ECS
infra-729,Product Processor 121,product-processor-121-api-srv-729,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-717,Multi-AZ,None
infra-730,Product Processor 121,product-processor-121-api-srv-730,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-291,Single Instance,Kubernetes
infra-731,Risk Management Service,risk-management-service-frontend-srv-731,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-472,Active/Backup,Kubernetes
infra-732,Risk Management Service,risk-management-service-frontend-srv-732,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-375,Active/Backup,None
infra-733,Risk Management Service,risk-management-service-frontend-srv-733,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-506,Multi-AZ,EKS
infra-734,Risk Management Service,risk-management-service-frontend-srv-734,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-204,Active/Backup,ECS
infra-735,Risk Management Service,risk-management-service-service-srv-735,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-830,Active/Active,None
infra-736,Risk Management Service,risk-management-service-service-srv-736,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,DynamoDB,db-cluster-315,Active/Active,EKS
infra-737,IT Dashboard,it-dashboard-frontend-srv-737,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,DynamoDB,db-cluster-875,Single Instance,None
infra-738,IT Dashboard,it-dashboard-frontend-srv-738,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-603,Active/Active,ECS
infra-739,IT Dashboard,it-dashboard-worker-srv-739,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,MongoDB 6.0,db-cluster-283,Multi-AZ,None
infra-740,IT Dashboard,it-dashboard-worker-srv-740,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-908,Active/Active,Kubernetes
infra-741,IT Dashboard,it-dashboard-processor-srv-741,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-368,Single Instance,ECS
infra-742,IT Dashboard,it-dashboard-processor-srv-742,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 13,db-cluster-938,Multi-AZ,Kubernetes
infra-743,IT Dashboard,it-dashboard-api-srv-743,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 13,db-cluster-417,Active/Active,EKS
infra-744,IT Dashboard,it-dashboard-api-srv-744,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-179,Single Instance,ECS
infra-745,IT Dashboard,it-dashboard-backend-srv-745,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,Primary instance,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-479,Active/Active,EKS
infra-746,IT Dashboard,it-dashboard-backend-srv-746,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-718,Active/Active,Kubernetes
